pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory,Label,Category
1730362,1526964263.32212,e,tcp,192.168.100.148,42840,192.168.100.6,2718,2,120,RST,1526964263.322223,29468,0.000103,0.000103,0.0,,,0.000103,0.000103,0.000103,,,,,1,1,60,60,9708.738281,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1732926,1526964342.137236,e,tcp,192.168.100.150,58834,192.168.100.7,2725,2,120,RST,1526964342.137837,32078,0.000601,0.000601,0.0,,,0.000601,0.000601,0.000601,,,,,1,1,60,60,1663.893555,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1739717,1526980522.165716,e,tcp,192.168.100.148,60367,192.168.100.3,8383,2,120,RST,1526980522.165825,2652,0.000109,0.000109,0.0,,,0.000109,0.000109,0.000109,,,,,1,1,60,60,9174.311523,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1733418,1526964342.159015,e,tcp,192.168.100.150,58834,192.168.100.7,12174,2,120,RST,1526964342.15909,32570,7.5e-05,7.5e-05,0.0,,,7.5e-05,7.5e-05,7.5e-05,,,,,1,1,60,60,13333.333008,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1735606,1526964346.905363,e,udp,192.168.100.147,46772,8.8.8.8,53,2,172,CON,1526964346.912515,34761,0.007152,0.007152,0.0,,,0.007152,0.007152,0.007152,,,,,1,1,86,86,139.82103,0.0,0.0,0,Normal,Normal,Normal_Normal,0
1737111,1526964854.347332,e,udp,192.168.100.7,36783,192.168.159.152,53,2,176,INT,1526964859.395284,36395,5.047952,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,176,0,0.1981,0.1981,0.0,0,Normal,Normal,Normal_Normal,0
1737186,1526965409.67346,e,udp,192.168.100.7,48807,192.168.159.152,53,2,176,INT,1526965414.721345,77,5.047885,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,176,0,0.198103,0.198103,0.0,0,Normal,Normal,Normal_Normal,0
1737098,1526964657.258648,e,tcp,192.168.100.3,36933,54.191.46.28,443,28,6457,FIN,1526964730.8307,36313,73.572052,0.608198,0.819597,,,3.64919,0.154425,2.399672,,,,,16,12,2261,4196,0.366987,0.203882,0.149513,0,Normal,Normal,Normal_Normal,0
1739142,1526980386.568909,e,arp,192.168.100.149,,192.168.100.1,,44,2640,CON,1526982434.831813,2044,2048.262939,9.4e-05,2.5e-05,,,0.002071,5.6e-05,0.000164,,,,,22,22,1320,1320,0.020993,0.010253,0.010253,0,Normal,Normal,Normal_Normal,0
1739380,1526980442.132136,e,udp,192.168.100.150,44152,8.8.8.8,53,2,203,CON,1526980442.275526,2292,0.14339,0.14339,0.0,,,0.14339,0.14339,0.14339,,,,,1,1,64,139,6.973987,0.0,0.0,0,Normal,Normal,Normal_Normal,0
1739397,1526980502.809831,e,udp,192.168.100.148,52712,8.8.8.8,53,2,203,CON,1526980502.953006,2315,0.143175,0.143175,0.0,,,0.143175,0.143175,0.143175,,,,,1,1,64,139,6.984459,0.0,0.0,0,Normal,Normal,Normal_Normal,0
1737484,1526979905.256218,e,udp,192.168.100.7,365,192.168.100.3,565,33685,2021100,INT,1526983441.202909,8,3535.946777,4.919671,0.226453,,,2759.935303,0.0,4.999999,,,,,33685,0,2021100,0,9.526161,9.526161,0.0,0,Normal,Normal,Normal_Normal,0
1739400,1526980503.241413,e,udp,192.168.100.149,48499,8.8.8.8,53,2,227,CON,1526980503.38463,2318,0.143217,0.143217,0.0,,,0.143217,0.143217,0.143217,,,,,1,1,76,151,6.982411,0.0,0.0,0,Normal,Normal,Normal_Normal,0
1737114,1526964883.434878,e,udp,192.168.100.27,5353,224.0.0.251,5353,1,183,INT,1526964883.434878,36405,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,183,0,0.0,0.0,0.0,0,Normal,Normal,Normal_Normal,0
1736987,1526964405.14778,e,udp,192.168.100.7,35054,192.168.159.152,53,2,172,INT,1526964410.186473,36089,5.038693,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,172,0,0.198464,0.198464,0.0,0,Normal,Normal,Normal_Normal,0
1737479,1526979905.25244,e,udp,192.168.100.46,3456,192.168.100.5,80,78267,79140768,CON,1526983441.202918,7,3535.950439,4.945056,0.087892,,,1844.506104,3.606,4.999997,,,,,39134,39133,39910103,39230665,22.134359,11.06718,11.066897,0,Normal,Normal,Normal_Normal,0
1739374,1526980441.887093,e,udp,192.168.100.149,43997,8.8.8.8,53,2,203,CON,1526980442.03035,2286,0.143257,0.143257,0.0,,,0.143257,0.143257,0.143257,,,,,1,1,64,139,6.980461,0.0,0.0,0,Normal,Normal,Normal_Normal,0
1739411,1526980446.582068,e,arp,192.168.100.147,,192.168.100.1,,44,2640,CON,1526982338.166183,2298,1891.584106,9e-05,3.2e-05,,,0.001976,6e-06,0.000148,,,,,22,22,1320,1320,0.022732,0.011102,0.011102,0,Normal,Normal,Normal_Normal,0
1739410,1526980446.815423,e,arp,192.168.100.148,,192.168.100.1,,44,2640,CON,1526982335.071934,2300,1888.25647,9.1e-05,3.4e-05,,,0.001997,4.2e-05,0.00018,,,,,22,22,1320,1320,0.022772,0.011121,0.011121,0,Normal,Normal,Normal_Normal,0
1737118,1526964904.831688,e,udp,192.168.100.7,36667,192.168.159.152,53,2,176,INT,1526964909.879472,36414,5.047784,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,176,0,0.198107,0.198107,0.0,0,Normal,Normal,Normal_Normal,0
1737482,1526979905.208199,e,tcp,192.168.100.5,0,192.168.100.3,0,36477,32350656,CON,1526983441.202925,4,3535.994629,4.92941,0.208932,,,2765.398926,0.300771,4.999993,,,,,36477,0,32350656,0,10.315626,10.315626,0.0,0,Normal,Normal,Normal_Normal,0
1736767,1526964363.14083,e,udp,192.168.100.7,49984,192.168.159.152,53,2,176,INT,1526964368.183506,35924,5.042676,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,176,0,0.198307,0.198307,0.0,0,Normal,Normal,Normal_Normal,0
1737051,1526964430.259506,e,udp,192.168.100.7,45959,192.168.159.152,53,2,176,INT,1526964435.307485,36212,5.047979,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,176,0,0.198099,0.198099,0.0,0,Normal,Normal,Normal_Normal,0
1739385,1526980474.524195,e,udp,192.168.100.3,15896,205.251.194.167,53,2,366,CON,1526980474.760011,2302,0.235816,0.235816,0.0,,,0.235816,0.235816,0.235816,,,,,1,1,98,268,4.240594,0.0,0.0,0,Normal,Normal,Normal_Normal,0
1736703,1526964353.228317,e,udp,192.168.100.7,58210,192.168.159.152,53,2,176,INT,1526964358.26839,35843,5.040073,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,176,0,0.19841,0.19841,0.0,0,Normal,Normal,Normal_Normal,0
1736863,1526964373.547377,e,udp,192.168.100.7,35313,192.168.159.152,53,2,176,INT,1526964378.593405,36021,5.046028,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,176,0,0.198176,0.198176,0.0,0,Normal,Normal,Normal_Normal,0
1737152,1526965227.930365,e,udp,192.168.100.7,43421,192.168.159.152,53,2,176,INT,1526965232.978323,12,5.047958,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,176,0,0.1981,0.1981,0.0,0,Normal,Normal,Normal_Normal,0
1738145,1526980138.296084,e,arp,192.168.100.1,,192.168.100.27,,4,240,CON,1526981995.458488,995,1857.162354,0.000412,7.5e-05,,,0.000825,0.000338,0.000487,,,,,2,2,120,120,0.001615,0.000538,0.000538,0,Normal,Normal,Normal_Normal,0
1737158,1526965258.220909,e,udp,192.168.100.7,56222,192.168.159.152,53,2,176,INT,1526965263.268839,23,5.04793,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,176,0,0.198101,0.198101,0.0,0,Normal,Normal,Normal_Normal,0
1738143,1526980138.270554,e,udp,192.168.100.27,68,192.168.100.1,67,2,684,CON,1526980138.29646,993,0.025906,0.025906,0.0,,,0.025906,0.025906,0.025906,,,,,1,1,342,342,38.601097,0.0,0.0,0,Normal,Normal,Normal_Normal,0
1737137,1526965086.574651,e,udp,192.168.100.7,46166,192.168.159.152,53,2,176,INT,1526965091.622557,36482,5.047906,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,176,0,0.198102,0.198102,0.0,0,Normal,Normal,Normal_Normal,0
1736678,1526964349.484691,e,udp,192.168.100.7,47524,192.168.159.152,53,4,352,INT,1526964381.420525,35829,31.935835,0.0,0.0,,,0.0,0.0,0.0,,,,,4,0,352,0,0.093938,0.093938,0.0,0,Normal,Normal,Normal_Normal,0
1732535,1526964334.029647,e,udp,192.168.100.147,54481,8.8.8.8,53,2,340,CON,1526964334.232809,31673,0.203162,0.203162,0.0,,,0.203162,0.203162,0.203162,,,,,1,1,81,259,4.92218,0.0,0.0,0,Normal,Normal,Normal_Normal,0
1749493,1526980580.096519,e,tcp,192.168.100.147,42611,192.168.100.6,1186,2,120,RST,1526980580.09658,12440,6.1e-05,6.1e-05,0.0,,,6.1e-05,6.1e-05,6.1e-05,,,,,1,1,60,60,16393.443359,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1745185,1526980555.22088,e,tcp,192.168.100.149,53942,192.168.100.5,9100,2,120,RST,1526980555.226681,8126,0.005801,0.005801,0.0,,,0.005801,0.005801,0.005801,,,,,1,1,60,60,172.384064,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1747127,1526980559.989608,e,tcp,192.168.100.150,47137,192.168.100.5,2111,2,120,RST,1526980559.992718,10070,0.00311,0.00311,0.0,,,0.00311,0.00311,0.00311,,,,,1,1,60,60,321.543427,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1740109,1526980522.173076,e,tcp,192.168.100.148,60367,192.168.100.3,1063,2,120,RST,1526980522.173151,3044,7.5e-05,7.5e-05,0.0,,,7.5e-05,7.5e-05,7.5e-05,,,,,1,1,60,60,13333.333008,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1743427,1526980526.160363,e,tcp,192.168.100.150,53547,192.168.100.3,125,2,120,RST,1526980526.160512,6362,0.000149,0.000149,0.0,,,0.000149,0.000149,0.000149,,,,,1,1,60,60,6711.40918,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1740041,1526980522.171129,e,tcp,192.168.100.148,60367,192.168.100.3,8200,2,120,RST,1526980522.17118,2976,5.1e-05,5.1e-05,0.0,,,5.1e-05,5.1e-05,5.1e-05,,,,,1,1,60,60,19607.84375,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1746414,1526980556.925169,e,tcp,192.168.100.147,38843,192.168.100.5,3800,1,60,REQ,1526980556.925169,9357,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,60,0,0.0,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1744549,1526980555.181546,e,tcp,192.168.100.148,46443,192.168.100.5,1666,2,120,RST,1526980555.182143,7490,0.000597,0.000597,0.0,,,0.000597,0.000597,0.000597,,,,,1,1,60,60,1675.04187,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1747882,1526980577.181859,e,tcp,192.168.100.6,5054,192.168.100.149,36707,2,120,RST,1526980577.181859,10828,0.0,1.1e-05,1.1e-05,,,2.2e-05,0.0,2.2e-05,,,,,2,0,120,0,0.0,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1742559,1526980526.147082,e,tcp,192.168.100.150,53547,192.168.100.3,7778,2,120,RST,1526980526.147122,5494,4e-05,4e-05,0.0,,,4e-05,4e-05,4e-05,,,,,1,1,60,60,25000.0,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1749343,1526980579.84116,e,tcp,192.168.100.147,42611,192.168.100.6,1056,2,120,RST,1526980579.841191,12290,3.1e-05,3.1e-05,0.0,,,3.1e-05,3.1e-05,3.1e-05,,,,,1,1,60,60,32258.064453,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1748449,1526980578.118141,e,tcp,192.168.100.147,42611,192.168.100.6,1061,1,60,REQ,1526980578.118141,11396,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,60,0,0.0,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1747023,1526980559.982543,e,tcp,192.168.100.150,47137,192.168.100.5,5800,2,120,RST,1526980559.986073,9966,0.00353,0.00353,0.0,,,0.00353,0.00353,0.00353,,,,,1,1,60,60,283.286102,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1743317,1526980526.157083,e,tcp,192.168.100.150,53547,192.168.100.3,1081,2,120,RST,1526980526.157335,6252,0.000252,0.000252,0.0,,,0.000252,0.000252,0.000252,,,,,1,1,60,60,3968.253906,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1744548,1526980555.181546,e,tcp,192.168.100.148,46443,192.168.100.5,406,2,120,RST,1526980555.182127,7489,0.000581,0.000581,0.0,,,0.000581,0.000581,0.000581,,,,,1,1,60,60,1721.17041,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1747787,1526980561.07581,e,tcp,192.168.100.150,47138,192.168.100.5,15000,2,120,RST,1526980561.079855,10730,0.004045,0.004045,0.0,,,0.004045,0.004045,0.004045,,,,,1,1,60,60,247.218796,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1740650,1526980523.135549,e,tcp,192.168.100.149,55129,192.168.100.3,2013,2,120,RST,1526980523.135606,3585,5.7e-05,5.7e-05,0.0,,,5.7e-05,5.7e-05,5.7e-05,,,,,1,1,60,60,17543.859375,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1740037,1526980522.171122,e,tcp,192.168.100.148,60367,192.168.100.3,6112,2,120,RST,1526980522.171173,2972,5.1e-05,5.1e-05,0.0,,,5.1e-05,5.1e-05,5.1e-05,,,,,1,1,60,60,19607.84375,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1747516,1526980560.020733,e,tcp,192.168.100.150,47137,192.168.100.5,50800,2,120,RST,1526980560.021593,10459,0.00086,0.00086,0.0,,,0.00086,0.00086,0.00086,,,,,1,1,60,60,1162.790771,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1745901,1526980556.889841,e,tcp,192.168.100.147,38843,192.168.100.5,1022,2,120,RST,1526980556.890578,8844,0.000737,0.000737,0.0,,,0.000737,0.000737,0.000737,,,,,1,1,60,60,1356.852051,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1748196,1526980576.147127,e,tcp,192.168.100.149,36706,192.168.100.6,1088,1,60,REQ,1526980576.147127,11142,0.0,0.0,0.0,,,0.0,0.0,0.0,,,,,1,0,60,0,0.0,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1746870,1526980559.97227,e,tcp,192.168.100.150,47137,192.168.100.5,10009,2,120,RST,1526980559.972653,9813,0.000383,0.000383,0.0,,,0.000383,0.000383,0.000383,,,,,1,1,60,60,2610.966064,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1747715,1526980560.034908,e,tcp,192.168.100.150,47137,192.168.100.5,1059,2,120,RST,1526980560.039203,10658,0.004295,0.004295,0.0,,,0.004295,0.004295,0.004295,,,,,1,1,60,60,232.828873,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1746193,1526980556.909349,e,tcp,192.168.100.147,38843,192.168.100.5,89,2,120,RST,1526980556.913125,9136,0.003776,0.003776,0.0,,,0.003776,0.003776,0.003776,,,,,1,1,60,60,264.830505,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1744753,1526980555.191017,e,tcp,192.168.100.149,53942,192.168.100.5,783,2,120,RST,1526980555.194234,7694,0.003217,0.003217,0.0,,,0.003217,0.003217,0.003217,,,,,1,1,60,60,310.848602,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1745086,1526980555.214419,e,tcp,192.168.100.149,53942,192.168.100.5,9103,2,120,RST,1526980555.215035,8027,0.000616,0.000616,0.0,,,0.000616,0.000616,0.000616,,,,,1,1,60,60,1623.376709,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1746143,1526980556.906032,e,tcp,192.168.100.147,38843,192.168.100.5,1839,2,120,RST,1526980556.90983,9086,0.003798,0.003798,0.0,,,0.003798,0.003798,0.003798,,,,,1,1,60,60,263.296478,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1749457,1526980580.035185,e,tcp,192.168.100.147,42611,192.168.100.6,8086,2,120,RST,1526980580.035246,12404,6.1e-05,6.1e-05,0.0,,,6.1e-05,6.1e-05,6.1e-05,,,,,1,1,60,60,16393.443359,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1743645,1526980548.637557,e,udp,192.168.100.149,52720,192.168.217.2,53,2,172,INT,1526980551.138386,6578,2.500829,0.0,0.0,,,0.0,0.0,0.0,,,,,2,0,172,0,0.399867,0.399867,0.0,0,Normal,Normal,Normal_Normal,0
1747855,1526980564.036167,e,udp,192.168.100.148,46524,8.8.8.8,53,2,340,CON,1526980564.044574,10798,0.008407,0.008407,0.0,,,0.008407,0.008407,0.008407,,,,,1,1,81,259,118.948486,0.0,0.0,0,Normal,Normal,Normal_Normal,0
1740571,1526980523.095685,e,udp,192.168.100.149,41361,8.8.8.8,53,2,172,CON,1526980523.102864,3506,0.007179,0.007179,0.0,,,0.007179,0.007179,0.007179,,,,,1,1,86,86,139.295166,0.0,0.0,0,Normal,Normal,Normal_Normal,0
1753955,1526980661.135393,e,tcp,192.168.100.148,50252,192.168.100.7,32772,2,120,RST,1526980661.135992,16912,0.000599,0.000599,0.0,,,0.000599,0.000599,0.000599,,,,,1,1,60,60,1669.448975,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1759991,1526980944.93999,e,tcp,192.168.100.150,39681,192.168.100.3,1521,2,120,RST,1526980944.940024,23026,3.4e-05,3.4e-05,0.0,,,3.4e-05,3.4e-05,3.4e-05,,,,,1,1,60,60,29411.763672,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1751854,1526980585.267003,e,tcp,192.168.100.150,44841,192.168.100.6,161,2,120,RST,1526980585.267117,14801,0.000114,0.000114,0.0,,,0.000114,0.000114,0.000114,,,,,1,1,60,60,8771.929688,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1758880,1526980943.233246,e,tcp,192.168.100.147,60783,192.168.100.3,5962,2,120,RST,1526980943.233327,21915,8.1e-05,8.1e-05,0.0,,,8.1e-05,8.1e-05,8.1e-05,,,,,1,1,60,60,12345.679688,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1759271,1526980943.238717,e,tcp,192.168.100.147,60783,192.168.100.3,5200,2,120,RST,1526980943.238796,22306,7.9e-05,7.9e-05,0.0,,,7.9e-05,7.9e-05,7.9e-05,,,,,1,1,60,60,12658.228516,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1750418,1526980581.667879,e,tcp,192.168.100.148,34209,192.168.100.6,13783,2,120,RST,1526980581.667911,13365,3.2e-05,3.2e-05,0.0,,,3.2e-05,3.2e-05,3.2e-05,,,,,1,1,60,60,31250.0,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1758980,1526980943.23412,e,tcp,192.168.100.147,60783,192.168.100.3,1009,2,120,RST,1526980943.234286,22015,0.000166,0.000166,0.0,,,0.000166,0.000166,0.000166,,,,,1,1,60,60,6024.09668,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1758912,1526980943.233618,e,tcp,192.168.100.147,60783,192.168.100.3,2065,2,120,RST,1526980943.233624,21947,6e-06,6e-06,0.0,,,6e-06,6e-06,6e-06,,,,,1,1,60,60,166666.65625,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1757337,1526980944.944731,e,tcp,192.168.100.3,1186,192.168.100.150,39681,2,120,RST,1526980944.944731,20371,0.0,1.9e-05,1.9e-05,,,3.9e-05,0.0,3.9e-05,,,,,2,0,120,0,0.0,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1753788,1526980661.130997,e,tcp,192.168.100.148,50252,192.168.100.7,2000,2,120,RST,1526980661.131374,16745,0.000377,0.000377,0.0,,,0.000377,0.000377,0.000377,,,,,1,1,60,60,2652.52002,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1753046,1526980660.123417,e,tcp,192.168.100.149,38886,192.168.100.7,7921,2,120,RST,1526980660.123783,16002,0.000366,0.000366,0.0,,,0.000366,0.000366,0.000366,,,,,1,1,60,60,2732.240479,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1757907,1526980943.2213,e,tcp,192.168.100.148,43958,192.168.100.3,13783,2,120,RST,1526980943.22144,20942,0.00014,0.00014,0.0,,,0.00014,0.00014,0.00014,,,,,1,1,60,60,7142.856934,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1757383,1526980943.212594,e,tcp,192.168.100.148,43958,192.168.100.3,2000,2,120,RST,1526980943.212611,20418,1.7e-05,1.7e-05,0.0,,,1.7e-05,1.7e-05,1.7e-05,,,,,1,1,60,60,58823.527344,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1754601,1526980661.155341,e,tcp,192.168.100.148,50252,192.168.100.7,34573,2,120,RST,1526980661.155931,17558,0.00059,0.00059,0.0,,,0.00059,0.00059,0.00059,,,,,1,1,60,60,1694.915283,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1759255,1526980943.238438,e,tcp,192.168.100.147,60783,192.168.100.3,6005,2,120,RST,1526980943.238573,22290,0.000135,0.000135,0.0,,,0.000135,0.000135,0.000135,,,,,1,1,60,60,7407.407715,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1758113,1526980943.223423,e,tcp,192.168.100.148,43958,192.168.100.3,1051,2,120,RST,1526980943.223495,21148,7.2e-05,7.2e-05,0.0,,,7.2e-05,7.2e-05,7.2e-05,,,,,1,1,60,60,13888.888672,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1753766,1526980661.130123,e,tcp,192.168.100.148,50252,192.168.100.7,9207,2,120,RST,1526980661.130559,16723,0.000436,0.000436,0.0,,,0.000436,0.000436,0.000436,,,,,1,1,60,60,2293.577881,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1750108,1526980581.142001,e,tcp,192.168.100.149,36706,192.168.100.6,1864,2,120,RST,1526980581.14206,13055,5.9e-05,5.9e-05,0.0,,,5.9e-05,5.9e-05,5.9e-05,,,,,1,1,60,60,16949.152344,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1757271,1526980933.321914,e,tcp,192.168.100.149,4949,192.168.100.3,65535,2,120,RST,1526980933.321987,20293,7.3e-05,7.3e-05,0.0,,,7.3e-05,7.3e-05,7.3e-05,,,,,1,1,60,60,13698.629883,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1750035,1526980581.015367,e,tcp,192.168.100.147,42611,192.168.100.6,5405,2,120,RST,1526980581.015406,12982,3.9e-05,3.9e-05,0.0,,,3.9e-05,3.9e-05,3.9e-05,,,,,1,1,60,60,25641.027344,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1755973,1526980665.08848,e,tcp,192.168.100.150,37933,192.168.100.7,10215,2,120,RST,1526980665.089243,18931,0.000763,0.000763,0.0,,,0.000763,0.000763,0.000763,,,,,1,1,60,60,1310.615967,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1752347,1526980608.871064,e,tcp,192.168.100.148,59634,192.168.100.6,49155,7,522,FIN,1526980608.873402,15315,0.002338,0.002338,0.0,,,0.002338,0.002338,0.002338,,,,,4,3,316,206,2566.295898,1283.147949,855.431946,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1750390,1526980581.621286,e,tcp,192.168.100.149,36706,192.168.100.6,2035,2,120,RST,1526980581.621319,13337,3.3e-05,3.3e-05,0.0,,,3.3e-05,3.3e-05,3.3e-05,,,,,1,1,60,60,30303.029297,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1754701,1526980661.291476,e,tcp,192.168.100.148,44504,192.168.100.7,513,10,703,RST,1526980677.391733,17658,16.100258,0.009253,0.014233,,,0.037012,7.7e-05,0.033872,,,,,5,5,364,339,0.558997,0.248443,0.248443,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1753069,1526980660.123521,e,tcp,192.168.100.149,38886,192.168.100.7,7435,2,120,RST,1526980660.124273,16025,0.000752,0.000752,0.0,,,0.000752,0.000752,0.000752,,,,,1,1,60,60,1329.787231,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1754140,1526980661.140762,e,tcp,192.168.100.148,50252,192.168.100.7,7920,2,120,RST,1526980661.141293,17097,0.000531,0.000531,0.0,,,0.000531,0.000531,0.000531,,,,,1,1,60,60,1883.239136,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1757962,1526980943.222015,e,tcp,192.168.100.148,43958,192.168.100.3,48080,2,120,RST,1526980943.222095,20997,8e-05,8e-05,0.0,,,8e-05,8e-05,8e-05,,,,,1,1,60,60,12500.0,0.0,0.0,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1752459,1526980622.369374,e s,tcp,192.168.100.147,37834,192.168.100.6,49156,10,864,FIN,1526980627.376029,15408,5.006655,0.102812,0.101965,,,0.205624,0.000847,0.204777,,,,,6,4,580,284,1.797607,0.998671,0.599202,1,Reconnaissance,OS_Fingerprint,Reconnaissance_OS_Fingerprint,3
1757248,1526980923.204429,e,udp,192.168.100.148,44307,8.8.8.8,53,2,227,CON,1526980923.354681,20246,0.150252,0.150252,0.0,,,0.150252,0.150252,0.150252,,,,,1,1,76,151,6.655486,0.0,0.0,0,Normal,Normal,Normal_Normal,0
