Unnamed: 0,Seq,Dur,RunTime,Mean,Sum,Min,Max,Proto,sTos,dTos,sDSb,dDSb,sTtl,dTtl,sHops,dHops,Cause,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,Offset,sMeanPktSz,dMeanPktSz,Load,SrcLoad,DstLoad,Loss,SrcLoss,DstLoss,pLoss,SrcGap,DstGap,Rate,SrcRate,DstRate,State,SrcWin,DstWin,sVid,dVid,SrcTCPBase,DstTCPBase,TcpRtt,SynAck,AckDat,Attack_Type
588365,10248,4.279012,4.279012,4.279012,4.279012,4.279012,4.279012,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,22,11,11,13151,1188,11963,4899932,108.0,1087.54541,22352.82227,2019.157593,20333.66406,0,0,0,0.0,0.0,0.0,4.907675,2.336988,2.336988,CON,56832.0,64768.0,,,246725152.0,2307172547.0,0.020041,0.001774,0.018267,HTTPFlood
614865,17665,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,10291520,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,56704.0,64896.0,,,565239858.0,3993506290.0,0.018163,0.00146,0.016703,HTTPFlood
580298,6487,2.787771,2.787771,2.787771,2.787771,2.787771,2.787771,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,17,6,11,12871,908,11963,3247328,151.333328,1087.54541,33382.94141,2172.344971,31210.59766,0,0,0,0.0,0.0,0.0,5.739352,1.793548,3.587095,CON,56832.0,64768.0,,,3417118840.0,3775004598.0,0.027771,0.001705,0.026066,HTTPFlood
583293,7228,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,3862356,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,62848.0,64896.0,,,3219098784.0,135914802.0,0.029935,0.001734,0.028201,HTTPFlood
605851,15063,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,8453608,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,56832.0,64768.0,,,1994361209.0,3499081606.0,0.028826,0.002217,0.026609,HTTPFlood
588975,6677,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,0,1,66,0,66,5022376,0.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,,,,,685071232.0,3190499360.0,0.020149,0.001739,0.01841,HTTPFlood
358271,6555,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,1518980,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,56704.0,64896.0,,,800943472.0,3999600150.0,0.021976,0.001617,0.020359,HTTPFlood
641125,24642,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,0,1,66,0,66,15629408,0.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,,,,,1561305175.0,3627768251.0,0.022882,0.002126,0.020756,HTTPFlood
575654,4899,0.105472,0.105472,0.105472,0.105472,0.105472,0.105472,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,2307604,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,9.48119,0.0,0.0,FIN,56704.0,64896.0,,,1109895835.0,3614212445.0,0.035896,0.002503,0.033393,HTTPFlood
420396,33238,0.064309,0.064309,0.064309,0.064309,0.064309,0.064309,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,13632644,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,15.549923,0.0,0.0,FIN,56832.0,64768.0,,,1785775185.0,1137083529.0,0.014944,0.001668,0.013276,HTTPFlood
599462,12966,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,7154168,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,57216.0,64768.0,,,1388156898.0,4142541079.0,0.018743,0.001696,0.017047,HTTPFlood
390739,17198,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,0,1,66,0,66,7821080,0.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,,,,,1213310882.0,639784213.0,0.036966,0.001904,0.035062,HTTPFlood
392561,23148,4.613802,4.613802,4.613802,4.613802,4.613802,4.613802,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,19,8,11,12781,818,11963,8178732,102.25,1087.54541,20099.69141,1241.492432,18858.19922,0,0,0,0.0,0.0,0.0,3.901338,1.517187,2.16741,CON,56832.0,64896.0,,,4109938649.0,2446821937.0,0.022855,0.001976,0.020879,HTTPFlood
602589,13990,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,7789748,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,56832.0,64768.0,,,2387021379.0,4059379960.0,0.02785,0.001987,0.025863,HTTPFlood
411941,30332,0.05301,0.05301,0.05301,0.05301,0.05301,0.05301,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,5,3,2,861,721,140,11982576,240.333328,70.0,83154.11719,72590.07813,10564.04395,0,0,0,0.0,0.0,0.0,75.457458,37.728729,18.864365,CON,64256.0,64768.0,,,2874491068.0,1238812487.0,0.045761,0.002143,0.043618,HTTPFlood
633041,20708,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,0,1,66,0,66,14001640,0.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,,,,,3316546254.0,1517744921.0,0.046776,0.00136,0.045416,HTTPFlood
592358,11405,4.072163,4.072163,4.072163,4.072163,4.072163,4.072163,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,17,6,11,12640,677,11963,5708776,112.833336,1087.54541,22476.50586,1109.97522,21366.53125,0,0,0,0.0,0.0,0.0,3.929116,1.227849,2.455697,CON,56832.0,64896.0,,,3417484314.0,1017131110.0,0.034964,0.001662,0.033302,HTTPFlood
372423,10284,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,1,0,66,66,0,4259864,66.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,56832.0,,,,2786091101.0,2900786477.0,0.014997,0.00129,0.013707,HTTPFlood
400719,26422,4.804661,4.804661,4.804661,4.804661,4.804661,4.804661,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,20,9,11,13032,1069,11963,9774620,118.777779,1087.54541,19692.54492,1583.462402,18109.08203,0,0,0,0.0,0.0,0.0,3.954494,1.66505,2.081312,CON,56448.0,64768.0,,,2438208094.0,1121239035.0,0.031607,0.002388,0.029219,HTTPFlood
429924,35789,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,1,0,66,66,0,15505304,66.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,56832.0,,,,3029468854.0,2776536749.0,0.02993,0.001515,0.028415,HTTPFlood
399085,20247,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,0,1,66,0,66,9456240,0.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,,,,,802623049.0,2781208413.0,0.039928,0.00167,0.038258,HTTPFlood
588838,9481,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,4994940,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,56832.0,64896.0,,,1060184182.0,4191372949.0,0.03998,0.001721,0.038259,HTTPFlood
590801,10893,4.010962,4.010962,4.010962,4.010962,4.010962,4.010962,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,17,6,11,12777,814,11963,5392172,135.666672,1087.54541,23046.83984,1354.288574,21692.55078,0,0,0,0.0,0.0,0.0,3.989068,1.246584,2.493167,CON,56704.0,64768.0,,,3447306478.0,2713099687.0,0.031874,0.001662,0.030212,HTTPFlood
642197,25748,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,0,1,66,0,66,15840424,0.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,,,,,2476682353.0,1323409258.0,0.015867,0.001639,0.014228,HTTPFlood
391620,17530,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,0,1,66,0,66,7986632,0.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,,,,,4026281067.0,503167418.0,0.020732,0.002534,0.018198,HTTPFlood
590258,9922,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,5283024,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,56832.0,64768.0,,,2962030638.0,3103958441.0,0.037149,0.001453,0.035696,HTTPFlood
593507,11829,4.223988,4.223988,4.223988,4.223988,4.223988,4.223988,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,18,7,11,12784,821,11963,5942824,117.285713,1087.54541,21931.88086,1333.337158,20598.54297,0,0,0,0.0,0.0,0.0,4.024632,1.420459,2.367431,CON,56704.0,64896.0,,,3195828031.0,1022641702.0,0.025786,0.001526,0.02426,HTTPFlood
619917,19948,4.935521,4.935521,4.935521,4.935521,4.935521,4.935521,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,13,3,10,12087,198,11889,11328348,66.0,1188.900024,17559.24023,213.959167,17345.28125,0,0,0,0.0,0.0,0.0,2.431354,0.405226,1.823516,FIN,56704.0,64896.0,,,153253527.0,1773073070.0,0.025247,0.00098,0.024267,HTTPFlood
598370,9738,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,0,1,66,0,66,6932136,0.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,,,,,1165902116.0,243817557.0,0.021857,0.001901,0.019956,HTTPFlood
404213,27884,4.704031,4.704031,4.704031,4.704031,4.704031,4.704031,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,20,9,11,12886,923,11963,10455288,102.555557,1087.54541,19892.72656,1396.249268,18496.47656,0,0,0,0.0,0.0,0.0,4.039089,1.700669,2.125836,CON,56832.0,64896.0,,,2101492153.0,2983859397.0,0.036728,0.002911,0.033817,HTTPFlood
410476,27296,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,1,0,66,66,0,11693404,66.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,56960.0,,,,817942858.0,922191919.0,0.019977,0.001048,0.018929,HTTPFlood
382483,19034,4.482989,4.482989,4.482989,4.482989,4.482989,4.482989,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,23,12,11,13289,1326,11963,6210264,110.5,1087.54541,21578.46094,2169.980957,19408.48047,3,0,3,11.538462,0.0,0.0,4.90744,2.45372,2.230655,CON,56704.0,64768.0,,,3123577679.0,1397686112.0,0.015987,0.001451,0.014536,HTTPFlood
566160,1883,0.024407,0.024407,0.024407,0.024407,0.024407,0.024407,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,5,3,2,682,542,140,370508,180.666672,70.0,141598.7188,118654.4844,22944.23828,0,0,0,0.0,0.0,0.0,163.887421,81.94371,40.971855,CON,64256.0,64896.0,,,83203016.0,1104603396.0,0.023119,0.001426,0.021693,HTTPFlood
403131,26002,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,10251512,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,62848.0,64768.0,,,938544650.0,1404249914.0,0.027922,0.001628,0.026294,HTTPFlood
602212,10915,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,0,1,66,0,66,7714456,0.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,,,,,1757527440.0,2359712010.0,0.052811,0.001274,0.051537,HTTPFlood
609531,15355,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,1,0,66,66,0,9197440,66.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,56960.0,,,,3908502262.0,2800045194.0,0.033007,0.001305,0.031702,HTTPFlood
594604,8427,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,0,1,66,0,66,6167440,0.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,,,,,3492041079.0,159768949.0,0.033745,0.001334,0.032411,HTTPFlood
423464,34496,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,14228208,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,62848.0,64768.0,,,2426972476.0,855440823.0,0.024813,0.001745,0.023068,HTTPFlood
577836,2816,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,1,0,66,66,0,2748704,66.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,56704.0,,,,2936836291.0,3316443296.0,0.026877,0.003063,0.023814,HTTPFlood
397302,23773,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,9104380,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,56832.0,64896.0,,,2522315940.0,3968896735.0,0.02935,0.001405,0.027945,HTTPFlood
411809,29083,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,11955460,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,62592.0,64768.0,,,1096289273.0,2794114470.0,0.019997,0.001493,0.018504,HTTPFlood
357072,5943,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,1284948,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,62848.0,64768.0,,,2749510395.0,2568292947.0,0.035917,0.002456,0.033461,HTTPFlood
427980,36096,3.130875,3.130875,3.130875,3.130875,3.130875,3.130875,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,3,2,1,198,132,66,15109248,66.0,66.0,168.642944,168.642944,0.0,0,0,0,0.0,0.0,0.0,0.638799,0.3194,0.0,RST,56704.0,64768.0,,,2956086249.0,1393869653.0,0.017982,0.001513,0.016469,HTTPFlood
365904,10172,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,3022556,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,62720.0,64768.0,,,2233260118.0,3670432418.0,0.027044,0.002126,0.024918,HTTPFlood
387284,20968,4.380137,4.380137,4.380137,4.380137,4.380137,4.380137,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,20,8,12,13262,948,12314,7146352,118.5,1026.166626,22132.64063,1515.934326,20616.70703,1,0,1,4.761905,0.0,0.0,4.337764,1.598124,2.511337,CON,56832.0,64768.0,,,1731327841.0,4035447134.0,0.025054,0.002022,0.023032,HTTPFlood
358870,7946,3.95794,3.95794,3.95794,3.95794,3.95794,3.95794,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,23,11,12,13416,1102,12314,1624640,100.181816,1026.166626,24841.20508,2025.295898,22815.9082,1,0,1,4.166667,0.0,0.0,5.558447,2.526567,2.779223,CON,56832.0,64896.0,,,3662598374.0,1295084213.0,0.02105,0.001171,0.019879,HTTPFlood
620932,20744,4.607124,4.607124,4.607124,4.607124,4.607124,4.607124,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,18,7,11,12887,924,11963,11534120,132.0,1087.54541,20260.79688,1375.261475,18885.53516,0,0,0,0.0,0.0,0.0,3.689938,1.302331,2.170552,CON,56832.0,64768.0,,,1702170070.0,1874495254.0,0.027963,0.001197,0.026766,HTTPFlood
401036,25225,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,9839384,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,56832.0,64768.0,,,594770903.0,1416292429.0,0.048089,0.001365,0.046724,HTTPFlood
371249,8723,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,1,0,66,66,0,4024532,66.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,62848.0,,,,3719716998.0,1583783964.0,0.015866,0.001469,0.014397,HTTPFlood
401221,26612,4.807161,4.807161,4.807161,4.807161,4.807161,4.807161,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,20,8,12,13440,1126,12314,9877284,140.75,1026.166626,20426.19336,1640.885376,18785.30859,1,0,1,4.761905,0.0,0.0,3.952437,1.456161,2.288253,CON,56832.0,64640.0,,,3043183295.0,1734299906.0,0.01482,0.00152,0.0133,HTTPFlood
408986,24681,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,1,0,66,66,0,11394256,66.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,56704.0,,,,4263897169.0,2033586572.0,0.027009,0.001562,0.025447,HTTPFlood
613997,18251,4.782121,4.782121,4.782121,4.782121,4.782121,4.782121,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,17,6,11,12733,770,11963,10112216,128.333328,1087.54541,19268.43555,1074.000366,18194.43555,0,0,0,0.0,0.0,0.0,3.345796,1.045561,2.091122,CON,56832.0,64896.0,,,3437488215.0,2431216918.0,0.015022,0.001439,0.013583,HTTPFlood
630770,23397,4.935833,4.935833,4.935833,4.935833,4.935833,4.935833,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,5,1,4,3807,66,3741,13540192,66.0,935.25,4547.96582,0.0,4547.96582,0,0,0,0.0,0.0,0.0,0.8104,0.0,0.6078,FIN,62848.0,64768.0,,,1840292491.0,3437151599.0,0.025979,0.002038,0.023941,HTTPFlood
356044,6152,0.082559,0.082559,0.082559,0.082559,0.082559,0.082559,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,19,8,11,13034,1071,11963,1082452,133.875,1087.54541,1144781.375,90892.57813,1053888.75,0,0,0,0.0,0.0,0.0,218.025909,84.787849,121.125504,CON,56832.0,64640.0,,,3030949344.0,209258960.0,0.032682,0.002127,0.030555,HTTPFlood
583814,8357,0.03825,0.03825,0.03825,0.03825,0.03825,0.03825,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,5,3,2,720,580,140,3969936,193.333328,70.0,95581.70313,80941.17969,14640.52344,0,0,0,0.0,0.0,0.0,104.575165,52.287582,26.143791,CON,64256.0,64896.0,,,406599176.0,423841500.0,0.022986,0.001415,0.021571,HTTPFlood
587132,8917,0.072155,0.072155,0.072155,0.072155,0.072155,0.072155,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,4648820,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,13.859054,0.0,0.0,FIN,56832.0,64896.0,,,565195709.0,3164888851.0,0.035952,0.001572,0.03438,HTTPFlood
425523,36620,4.918955,4.918955,4.918955,4.918955,4.918955,4.918955,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,21,10,11,13066,1103,11963,14635828,110.300003,1087.54541,19303.28711,1614.977173,17688.31055,0,0,0,0.0,0.0,0.0,4.065904,1.829657,2.032952,CON,56576.0,64768.0,,,4001878802.0,1763807679.0,0.051831,0.001923,0.049908,HTTPFlood
615139,18716,4.986266,4.986266,4.986266,4.986266,4.986266,4.986266,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,9,4,5,4619,804,3815,10347240,201.0,763.0,5864.107422,967.457397,4896.649902,0,0,0,0.0,0.0,0.0,1.604407,0.601653,0.802203,CON,62848.0,64640.0,,,659077506.0,4252746368.0,0.028923,0.001663,0.02726,HTTPFlood
590944,10956,4.211351,4.211351,4.211351,4.211351,4.211351,4.211351,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,9,4,5,4439,624,3815,5421476,156.0,763.0,6686.69043,889.025879,5797.664551,0,0,0,0.0,0.0,0.0,1.899628,0.712361,0.949814,CON,62592.0,64896.0,,,3442376618.0,2558207428.0,0.018857,0.002107,0.01675,HTTPFlood
366230,6687,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,0,1,66,0,66,3087732,0.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,,,,,3553440437.0,2676942379.0,0.025961,0.002029,0.023932,HTTPFlood
404281,26518,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,10469044,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,56832.0,64896.0,,,2855850327.0,922873591.0,0.094948,0.001397,0.093551,HTTPFlood
394351,22546,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,8530012,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,62848.0,64768.0,,,822451739.0,2488402315.0,0.016785,0.001243,0.015542,HTTPFlood
593164,10895,0.079861,0.079861,0.079861,0.079861,0.079861,0.079861,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,5874120,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,12.521756,0.0,0.0,FIN,62848.0,64768.0,,,4260452062.0,4202039804.0,0.03185,0.001659,0.030191,HTTPFlood
584203,8465,4.595538,4.595538,4.595538,4.595538,4.595538,4.595538,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,9,4,5,4658,843,3815,4048504,210.75,763.0,6414.917969,1101.938354,5312.979492,0,0,0,0.0,0.0,0.0,1.740819,0.652807,0.870409,CON,62848.0,64640.0,,,2183779047.0,761250652.0,0.054421,0.002737,0.051684,HTTPFlood
595848,12750,0.073922,0.073922,0.073922,0.073922,0.073922,0.073922,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,5,3,2,830,690,140,6421304,230.0,70.0,57357.75391,49782.20313,7575.552734,0,0,0,0.0,0.0,0.0,54.111088,27.055544,13.527772,CON,64256.0,64768.0,,,2804695242.0,3220290111.0,0.071107,0.0015,0.069607,HTTPFlood
398724,20131,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,0,1,66,0,66,9382504,0.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,,,,,3559847092.0,1059705626.0,0.01799,0.001404,0.016586,HTTPFlood
589567,10533,4.238014,4.238014,4.238014,4.238014,4.238014,4.238014,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,19,8,11,12922,959,11963,5142728,119.875,1087.54541,22116.01758,1585.648315,20530.36914,0,0,0,0.0,0.0,0.0,4.247272,1.651717,2.359596,CON,56704.0,64768.0,,,181497987.0,1916793234.0,0.032879,0.001777,0.031102,HTTPFlood
622177,20269,0.082571,0.082571,0.082571,0.082571,0.082571,0.082571,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,11787492,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,12.110789,0.0,0.0,FIN,56832.0,64640.0,,,1386646644.0,1016958712.0,0.017916,0.001487,0.016429,HTTPFlood
585271,8179,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,2,1,1,132,66,66,4267092,66.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,FIN,62848.0,64896.0,,,2569440975.0,1981514359.0,0.031792,0.001842,0.02995,HTTPFlood
565840,1563,3.27507,3.27507,3.27507,3.27507,3.27507,3.27507,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Start,9,4,5,4369,554,3815,302980,138.5,763.0,8471.269531,1016.161499,7455.10791,0,0,0,0.0,0.0,0.0,2.442696,0.916011,1.221348,CON,62848.0,64896.0,,,762249749.0,1620363516.0,0.023116,0.002199,0.020917,HTTPFlood
590532,7192,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,0.0,cs0,cs0,63.0,59.0,1.0,5.0,Status,1,0,1,66,0,66,5337740,0.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,RST,,,,,2175708398.0,1661535423.0,0.038187,0.001398,0.036789,HTTPFlood
